lot_id,раздел,вариант,машина,пилот_номер,год,масштаб,цена_руб,с_коробкой,рейтинг,заказов,заметки
1005005851892159,Постеры,SKU-20 / 20X25cm no frame,Red Bull Racing RB7,,,20x25 см,472,не указано,4.4,112,"холст, без рамки"
1005005851892159,Постеры,SKU-20 / 20X30cm no frame,Red Bull Racing RB7,,,20x30 см,519,не указано,4.4,112,"холст, без рамки"
1005005851892159,Постеры,SKU-20 / 30X40cm no frame,Red Bull Racing RB7,,,30x40 см,629,не указано,4.4,112,"холст, без рамки"
1005005851892159,Постеры,SKU-20 / 40X50cm no frame,Red Bull Racing RB7,,,40x50 см,829,не указано,4.4,112,"холст, без рамки"
1005005851892159,Постеры,SKU-20 / 40X60cm no frame,Red Bull Racing RB7,,,40x60 см,931,не указано,4.4,112,"холст, без рамки"
1005005851892159,Постеры,SKU-20 / 50X70cm no frame,Red Bull Racing RB7,,,50x70 см,1052,не указано,4.4,112,"холст, без рамки"
1005005851892159,Постеры,SKU-20 / 60X80cm no frame,Red Bull Racing RB7,,,60x80 см,1269,не указано,4.4,112,"холст, без рамки"
1005005851892159,Постеры,SKU-20 / 60X90cm no frame,Red Bull Racing RB7,,,60x90 см,1372,не указано,4.4,112,"холст, без рамки"
1005005851892159,Постеры,SKU-21 / 13X18cm no frame,Schumacher / Ferrari (японский стиль),,,13x18 см,289,не указано,4.4,112,"холст, без рамки"
1005005851892159,Постеры,SKU-21 / 15X20cm no frame,Schumacher / Ferrari (японский стиль),,,15x20 см,379,не указано,4.4,112,"холст, без рамки"
1005005851892159,Постеры,SKU-21 / 20X25cm no frame,Schumacher / Ferrari (японский стиль),,,20x25 см,472,не указано,4.4,112,"холст, без рамки"
1005005851892159,Постеры,SKU-21 / 20X30cm no frame,Schumacher / Ferrari (японский стиль),,,20x30 см,519,не указано,4.4,112,"холст, без рамки"
1005005851892159,Постеры,SKU-21 / 30X40cm no frame,Schumacher / Ferrari (японский стиль),,,30x40 см,629,не указано,4.4,112,"холст, без рамки"
1005005851892159,Постеры,SKU-21 / 40X50cm no frame,Schumacher / Ferrari (японский стиль),,,40x50 см,829,не указано,4.4,112,"холст, без рамки"
1005005851892159,Постеры,SKU-21 / 40X60cm no frame,Schumacher / Ferrari (японский стиль),,,40x60 см,931,не указано,4.4,112,"холст, без рамки"
1005005851892159,Постеры,SKU-21 / 50X70cm no frame,Schumacher / Ferrari (японский стиль),,,50x70 см,1052,не указано,4.4,112,"холст, без рамки"
1005005851892159,Постеры,SKU-21 / 60X80cm no frame,Schumacher / Ferrari (японский стиль),,,60x80 см,1269,не указано,4.4,112,"холст, без рамки"
1005005851892159,Постеры,SKU-21 / 60X90cm no frame,Schumacher / Ferrari (японский стиль),,,60x90 см,1372,не указано,4.4,112,"холст, без рамки"
